transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0010995,USR00464,MRC0135,Merchant,1639.76,2024-03-26 20:58:44,2024-03-26,20,Tuesday,0,0,-253210.73,P2M,GPay,iOS,Success,Tier 2,Verified,19,755.56,0.962,0,0,0,0.0,1.1703,0,0,52648.24,0.38
TXN0011582,USR00939,MRC0325,Merchant,113.34,2024-03-26 21:12:33,2024-03-26,21,Tuesday,0,0,61740.78,Recharge,PhonePe,Android,Success,Tier 2,Verified,32,242.06,0.471,0,0,0,1.0,0.5318,0,0,70552.49,0.64
TXN0011248,USR01420,MRC0292,Merchant,866.89,2024-03-26 21:19:53,2024-03-26,21,Tuesday,0,0,-135321.9,EMI,GPay,Android,Success,Tier 1,Verified,44,1154.7,0.926,1,0,2,1.0,0.2493,0,1,13585.54,0.88
TXN0002637,USR00941,MRC0010,Merchant,508.5,2024-03-26 21:32:51,2024-03-26,21,Tuesday,0,0,-67231.55,Recharge,PhonePe,Android,Failed,Tier 2,Verified,32,702.68,0.706,0,0,5,1.0,0.2763,0,0,796.68,0.64
TXN0016902,USR00234,MRC0181,Merchant,3901.11,2024-03-26 21:36:41,2024-03-26,21,Tuesday,0,0,91570.83,Subscription,PhonePe,Android,Success,Tier 1,Verified,54,634.28,0.39,0,0,0,1.0,5.1505,1,1,46878.23,1.0
TXN0019108,USR00426,MRC0050,Merchant,470.02,2024-03-26 21:38:02,2024-03-26,21,Tuesday,0,0,-382612.38,P2M,WhatsApp Pay,Android,Success,Tier 2,Verified,34,299.65,0.771,1,0,0,0.0,0.5686,0,0,33694.16,0.68
TXN0017191,USR01862,MRC0397,Merchant,321.46,2024-03-26 22:28:13,2024-03-26,22,Tuesday,0,1,-231605.4,P2M,GPay,Android,Success,Tier 1,Verified,23,1077.17,0.482,0,0,2,0.0,0.7016,0,0,44027.88,0.46
TXN0014088,USR00969,MRC0146,Merchant,916.19,2024-03-26 23:12:10,2024-03-26,23,Tuesday,0,1,-380436.65,EMI,GPay,Android,Success,Tier 1,Verified,14,749.68,0.581,0,0,0,0.0,0.2221,0,1,37559.73,0.28
TXN0017758,USR01910,MRC0080,Merchant,169.18,2024-03-26 23:17:45,2024-03-26,23,Tuesday,0,1,-24376.03,P2M,BHIM,iOS,Failed,Tier 1,Not Verified,52,202.78,0.727,0,0,1,0.0,0.1657,0,0,73614.6,1.0
TXN0003168,USR01821,MRC0164,Merchant,353.83,2024-03-26 23:22:31,2024-03-26,23,Tuesday,0,1,-312404.38,Bill Payment,PhonePe,iOS,Success,Tier 2,Verified,36,291.68,0.688,0,0,0,4.0,0.2131,0,1,48857.61,0.72
TXN0016819,USR00590,MRC0398,Merchant,413.84,2024-03-26 23:34:17,2024-03-26,23,Tuesday,0,1,-111317.92,EMI,Amazon Pay,Web,Failed,Tier 3,Verified,24,212.76,0.491,0,0,4,0.0,0.9451,0,1,40023.47,0.48
TXN0001013,USR00599,MRC0382,Merchant,208.52,2024-03-26 23:39:34,2024-03-26,23,Tuesday,0,1,,P2M,Paytm,iOS,Success,Tier 1,Verified,20,913.21,0.111,0,0,0,2.0,0.7717,0,0,31943.99,0.4
TXN0015296,USR01375,MRC0001,Merchant,1518.54,2024-03-27 00:02:24,2024-03-27,0,Wednesday,0,1,31471.53,Recharge,PhonePe,iOS,Success,Tier 1,Verified,34,732.11,0.632,0,0,0,2.0,1.0742,0,0,23383.4,0.68
TXN0011957,USR01250,MRC0013,Merchant,495.91,2024-03-27 00:33:27,2024-03-27,0,Wednesday,0,1,-382237.03,P2M,GPay,Android,Success,Tier 1,Verified,40,421.02,0.394,0,0,1,0.0,0.1779,0,0,48204.47,0.8
TXN0001682,USR01563,USR00437,User,160.29,2024-03-27 01:40:41,2024-03-27,1,Wednesday,0,1,-243027.7,P2P,GPay,Android,Pending,Tier 3,Not Verified,17,138.97,0.91,0,0,0,0.0,0.1534,0,0,74507.94,0.34
TXN0012617,USR00644,MRC0197,Merchant,2631.44,2024-03-27 01:43:05,2024-03-27,1,Wednesday,0,1,92141.33,Recharge,Paytm,Android,Success,Tier 2,Verified,26,611.19,0.633,0,0,2,0.0,3.3054,0,0,75397.61,0.52
TXN0003612,USR00437,MRC0273,Merchant,574.86,2024-03-27 01:59:21,2024-03-27,1,Wednesday,0,1,,Bill Payment,BHIM,Android,Success,Tier 3,Verified,16,545.11,0.635,0,0,0,1.0,0.0546,0,1,13405.46,0.32
TXN0018227,USR00712,MRC0303,Merchant,2712.04,2024-03-27 03:26:29,2024-03-27,3,Wednesday,0,1,-244555.62,Recharge,Paytm,Android,Success,Tier 2,Not Verified,15,1172.83,0.439,0,0,1,2.0,1.3124,1,0,4137.07,0.3
TXN0007998,USR01086,MRC0202,Merchant,373.51,2024-03-27 03:53:52,2024-03-27,3,Wednesday,0,1,-66812.15,P2M,Paytm,iOS,Success,Tier 2,Verified,34,713.75,0.263,0,0,1,0.0,0.4767,0,0,55934.16,0.68
TXN0010139,USR00803,MRC0167,Merchant,322.37,2024-03-27 04:16:58,2024-03-27,4,Wednesday,0,1,-323767.7,P2M,WhatsApp Pay,iOS,Success,Tier 2,Verified,39,427.17,0.775,0,0,1,1.0,0.2453,0,0,54448.22,0.78
TXN0014875,USR00531,MRC0258,Merchant,105.52,2024-03-27 04:50:28,2024-03-27,4,Wednesday,0,1,-153013.67,P2M,GPay,Android,Success,Tier 3,Verified,13,138.27,0.221,0,0,2,0.0,0.2369,0,0,31359.65,0.26
TXN0002958,USR01139,MRC0233,Merchant,318.06,2024-03-27 05:00:57,2024-03-27,5,Wednesday,0,1,-371998.75,Bill Payment,GPay,iOS,Success,Tier 2,Verified,29,468.12,0.739,1,0,4,0.0,0.3206,0,1,67383.08,0.58
TXN0014972,USR00835,MRC0131,Merchant,852.02,2024-03-27 05:15:08,2024-03-27,5,Wednesday,0,1,-282076.13,Bill Payment,Paytm,Android,Success,Tier 1,Verified,51,815.16,0.772,0,0,0,0.0,0.0452,0,1,52434.09,1.0
TXN0018021,USR00256,USR01024,User,2965.66,2024-03-27 05:40:06,2024-03-27,5,Wednesday,0,1,,P2P,GPay,Android,Success,Tier 1,Verified,46,2062.67,0.561,0,0,0,2.0,0.4378,1,0,41718.33,0.92
TXN0008137,USR00755,USR01877,User,2613.51,2024-03-27 05:50:11,2024-03-27,5,Wednesday,0,1,-179972.1,P2P,GPay,Android,Success,Tier 1,Not Verified,38,679.38,0.111,0,0,0,0.0,2.8469,0,0,24556.45,0.76
TXN0005839,USR01631,MRC0004,Merchant,79.64,2024-03-27 05:56:59,2024-03-27,5,Wednesday,0,1,36357.18,EMI,Paytm,iOS,Success,Tier 3,Not Verified,20,148.34,0.964,0,0,0,0.0,0.4631,0,1,77959.84,0.4
TXN0006244,USR00241,MRC0137,Merchant,2251.83,2024-03-27 06:03:29,2024-03-27,6,Wednesday,0,0,-167806.0,EMI,PhonePe,Android,Success,Tier 3,Not Verified,25,912.45,0.187,0,0,2,1.0,1.4679,0,1,24965.79,0.5
TXN0015253,USR01115,MRC0175,Merchant,1436.15,2024-03-27 06:58:28,2024-03-27,6,Wednesday,0,0,-366358.05,Subscription,PhonePe,iOS,Failed,Tier 2,Verified,38,785.3,0.234,0,0,2,0.0,0.8288,0,1,38665.51,0.76
TXN0001344,USR00178,MRC0304,Merchant,313.8,2024-03-27 06:59:12,2024-03-27,6,Wednesday,0,0,,Recharge,WhatsApp Pay,Android,Success,Tier 1,Verified,36,1077.84,0.883,0,1,0,3.0,0.7089,0,0,11913.51,0.72
TXN0001128,USR01095,USR00063,User,2360.95,2024-03-27 07:28:42,2024-03-27,7,Wednesday,0,0,-269624.93,P2P,BHIM,Android,Success,Tier 1,Verified,30,1262.46,0.424,0,0,0,2.0,0.8701,1,0,16482.62,0.6
TXN0000059,USR00880,USR00191,User,1213.54,2024-03-27 07:32:51,2024-03-27,7,Wednesday,0,0,,P2P,GPay,iOS,Success,Tier 2,Verified,32,1798.6,0.206,0,0,0,2.0,0.3253,0,0,19946.82,0.64
TXN0016376,USR01776,MRC0201,Merchant,346.95,2024-03-27 08:25:01,2024-03-27,8,Wednesday,0,0,37606.62,P2M,GPay,iOS,Success,Tier 2,Not Verified,40,347.47,0.103,0,0,0,0.0,0.0015,0,0,31419.11,0.8
TXN0012742,USR00707,USR00470,User,3175.46,2024-03-27 09:19:20,2024-03-27,9,Wednesday,0,0,-120051.85,P2P,PhonePe,Web,Success,Tier 2,Verified,22,568.75,0.615,0,0,2,0.0,4.5832,0,0,19959.3,0.44
TXN0016264,USR01577,MRC0135,Merchant,1122.39,2024-03-27 09:58:39,2024-03-27,9,Wednesday,0,0,-271304.88,P2M,GPay,iOS,Success,Tier 3,Not Verified,19,384.26,0.947,0,0,4,,1.9209,0,0,67777.12,0.38
TXN0003829,USR01401,MRC0156,Merchant,454.94,2024-03-27 10:30:25,2024-03-27,10,Wednesday,0,0,-220490.95,P2M,PhonePe,Android,Success,Tier 3,Not Verified,15,482.75,0.315,0,0,1,0.0,0.0576,0,0,35887.96,0.3
TXN0008680,USR01943,MRC0023,Merchant,117.41,2024-03-27 10:52:21,2024-03-27,10,Wednesday,0,0,-227010.1,Subscription,GPay,iOS,Success,Tier 3,Verified,24,120.25,0.122,0,0,0,0.0,0.0236,0,1,810.19,0.48
TXN0002575,USR01515,MRC0304,Merchant,416.86,2024-03-27 10:53:12,2024-03-27,10,Wednesday,0,0,78951.85,EMI,PhonePe,Android,Success,Tier 3,Verified,10,289.93,0.601,0,0,0,0.0,0.4378,0,1,52991.01,0.2
TXN0002521,USR00761,MRC0227,Merchant,906.44,2024-03-27 11:31:59,2024-03-27,11,Wednesday,0,0,-336997.8,P2M,GPay,iOS,Success,Tier 1,Verified,63,398.82,0.697,0,0,0,0.0,1.2728,0,0,60402.12,1.0
TXN0007746,USR01656,USR01400,User,188.02,2024-03-27 12:06:30,2024-03-27,12,Wednesday,0,0,32608.52,P2P,PhonePe,iOS,Success,Tier 2,Verified,32,513.51,0.894,0,0,0,0.0,0.6339,0,0,75808.08,0.64
TXN0001524,USR01312,MRC0328,Merchant,419.84,2024-03-27 12:23:08,2024-03-27,12,Wednesday,0,0,,Bill Payment,GPay,Android,Success,Tier 2,Verified,17,429.2,0.373,0,0,2,0.0,0.0218,0,1,44106.29,0.34
TXN0016758,USR01220,MRC0318,Merchant,267.68,2024-03-27 12:37:11,2024-03-27,12,Wednesday,0,0,-247109.08,Recharge,PhonePe,Android,Pending,Tier 3,Verified,7,128.24,0.897,0,0,0,0.0,1.0873,0,0,11815.54,0.14
TXN0006500,USR01687,MRC0125,Merchant,2600.93,2024-03-27 12:48:05,2024-03-27,12,Wednesday,0,0,-117049.22,Bill Payment,Amazon Pay,iOS,Success,Tier 3,Verified,15,1517.29,0.991,0,0,0,0.0,0.7142,0,1,2162.92,0.3
TXN0011782,USR01119,MRC0128,Merchant,819.83,2024-03-27 13:30:33,2024-03-27,13,Wednesday,0,0,116442.58,P2M,PhonePe,iOS,Success,Tier 2,Verified,23,421.12,0.847,0,0,0,2.0,0.9468,0,0,48759.54,0.46
TXN0007720,USR00158,MRC0174,Merchant,1575.42,2024-03-27 13:43:22,2024-03-27,13,Wednesday,0,0,-370996.72,P2M,Paytm,iOS,Success,Tier 1,Verified,37,2627.87,0.643,0,0,1,0.0,0.4005,0,0,11167.78,0.74
TXN0012529,USR00237,MRC0346,Merchant,665.62,2024-03-27 14:00:25,2024-03-27,14,Wednesday,0,0,-150854.93,Subscription,PhonePe,Android,Success,Tier 2,Verified,22,1133.56,0.686,0,0,0,0.0,0.4128,0,1,58613.01,0.44
TXN0006104,USR00011,MRC0095,Merchant,1805.28,2024-03-27 15:08:04,2024-03-27,15,Wednesday,0,0,,P2M,GPay,Android,Success,Tier 1,Verified,56,1015.54,0.88,0,0,1,0.0,0.7777,0,0,52780.6,1.0
TXN0013950,USR00692,MRC0336,Merchant,700.51,2024-03-27 15:35:31,2024-03-27,15,Wednesday,0,0,-24514.77,P2M,Paytm,Android,Failed,Tier 1,Verified,60,533.16,0.463,0,0,0,0.0,0.3139,0,0,49721.57,1.0
TXN0019039,USR01384,MRC0078,Merchant,733.82,2024-03-27 15:46:10,2024-03-27,15,Wednesday,0,0,-373857.53,P2M,GPay,iOS,Success,Tier 1,Verified,57,637.4,0.39,0,0,1,0.0,0.1513,0,0,3278.34,1.0
TXN0017325,USR01041,MRC0220,Merchant,246.14,2024-03-27 16:33:08,2024-03-27,16,Wednesday,0,0,-185939.43,P2M,PhonePe,Web,Success,Tier 1,Verified,75,483.89,0.333,0,0,0,0.0,0.4913,0,0,70335.36,1.0
TXN0014068,USR00480,MRC0370,Merchant,138.72,2024-03-27 16:57:56,2024-03-27,16,Wednesday,0,0,-117230.2,Recharge,BHIM,iOS,Success,Tier 3,Verified,12,466.56,0.13,0,0,0,0.0,0.7027,0,0,22316.36,0.24
TXN0016678,USR00508,MRC0300,Merchant,133.14,2024-03-27 17:32:34,2024-03-27,17,Wednesday,0,0,-300905.92,P2M,PhonePe,Android,Success,Tier 3,Verified,7,245.54,0.225,0,0,4,0.0,0.4578,0,0,7789.65,0.14
TXN0007973,USR01173,MRC0355,Merchant,339.83,2024-03-27 18:27:57,2024-03-27,18,Wednesday,0,0,-364712.48,P2M,Paytm,Web,Success,Tier 2,Verified,44,352.62,0.901,0,0,0,0.0,0.0363,0,0,14071.62,0.88
TXN0000689,USR00758,MRC0053,Merchant,841.6,2024-03-27 19:40:15,2024-03-27,19,Wednesday,0,0,,P2M,PhonePe,Android,Success,Tier 2,Verified,28,652.93,0.366,0,0,0,1.0,0.289,0,0,2539.91,0.56
TXN0015508,USR00461,MRC0030,Merchant,2456.98,2024-03-27 19:46:10,2024-03-27,19,Wednesday,0,0,-50905.22,P2M,WhatsApp Pay,Android,Success,Tier 2,Verified,34,1155.57,0.949,0,0,0,0.0,1.1262,0,0,79854.87,0.68
TXN0004044,USR01238,MRC0138,Merchant,538.7,2024-03-27 20:02:17,2024-03-27,20,Wednesday,0,0,35942.98,Subscription,GPay,Android,Success,Tier 1,Verified,32,917.0,0.813,0,0,0,0.0,0.4125,0,1,58996.11,0.64
TXN0004194,USR00456,MRC0073,Merchant,834.19,2024-03-27 20:04:20,2024-03-27,20,Wednesday,0,0,13643.35,P2M,WhatsApp Pay,Android,Success,Tier 3,Verified,13,777.43,0.519,1,0,2,0.0,0.073,0,0,33775.83,0.26
TXN0019825,USR00183,MRC0379,Merchant,973.33,2024-03-27 20:24:14,2024-03-27,20,Wednesday,0,0,-249830.37,P2M,PhonePe,iOS,Success,Tier 2,Verified,22,710.68,0.23,0,0,0,1.0,0.3696,0,0,28856.86,0.44
TXN0011866,USR00071,MRC0024,Merchant,1333.47,2024-03-27 21:58:46,2024-03-27,21,Wednesday,0,0,-306146.4,P2M,PhonePe,Android,Failed,Tier 2,Verified,32,1776.27,0.763,0,0,0,0.0,0.2493,0,0,21156.17,0.64
TXN0007766,USR01660,USR00009,User,92.3,2024-03-27 23:25:43,2024-03-27,23,Wednesday,0,1,,P2P,PhonePe,iOS,Success,Tier 2,Verified,26,442.16,0.9,0,0,0,0.0,0.7913,0,0,18290.81,0.52
TXN0005328,USR01716,USR01846,User,502.53,2024-03-27 23:36:54,2024-03-27,23,Wednesday,0,1,-3985.13,P2P,GPay,Android,Success,Tier 2,Not Verified,25,708.55,0.664,0,0,1,0.0,0.2908,0,0,57652.29,0.5
TXN0013589,USR00186,MRC0260,Merchant,134.85,2024-03-27 23:39:37,2024-03-27,23,Wednesday,0,1,109246.67,P2M,Paytm,Web,Pending,Tier 1,Not Verified,46,256.29,0.899,0,0,0,1.0,0.4738,0,0,27623.12,0.92
TXN0006163,USR00705,MRC0198,Merchant,862.65,2024-03-27 23:45:38,2024-03-27,23,Wednesday,0,1,,EMI,Paytm,iOS,Success,Tier 2,Not Verified,27,808.02,0.415,0,0,3,0.0,0.0676,0,1,44487.38,0.54
TXN0010494,USR00183,MRC0327,Merchant,181.54,2024-03-27 23:56:02,2024-03-27,23,Wednesday,0,1,-331184.88,P2M,PhonePe,Android,Success,Tier 2,Verified,22,710.68,0.23,0,0,0,0.0,0.7446,0,0,51610.47,0.44
TXN0006434,USR00866,USR01425,User,1620.33,2024-03-28 00:28:47,2024-03-28,0,Thursday,0,1,-21050.9,P2P,BHIM,Android,Failed,Tier 1,Not Verified,58,665.65,0.169,0,0,0,1.0,1.4342,1,0,12048.76,1.0
TXN0018096,USR01049,MRC0237,Merchant,1003.86,2024-03-28 01:19:11,2024-03-28,1,Thursday,0,1,-388197.6,P2M,GPay,iOS,Success,Tier 3,Verified,20,497.99,0.119,0,0,2,0.0,1.0158,0,0,22495.01,0.4
TXN0010029,USR01269,MRC0192,Merchant,2266.22,2024-03-28 01:19:40,2024-03-28,1,Thursday,0,1,-55558.68,P2M,PhonePe,Android,Failed,Tier 1,Verified,44,623.17,0.101,0,0,0,0.0,2.6366,0,0,69597.61,0.88
TXN0010465,USR00325,MRC0085,Merchant,315.79,2024-03-28 02:03:33,2024-03-28,2,Thursday,0,1,-202555.85,P2M,Paytm,iOS,Success,Tier 2,Verified,28,267.45,0.448,0,0,0,2.0,0.1807,0,0,10469.03,0.56
TXN0006043,USR00235,USR01270,User,2027.54,2024-03-28 03:20:22,2024-03-28,3,Thursday,0,1,-37236.45,P2P,GPay,iOS,Success,Tier 2,Verified,32,840.11,0.627,0,0,2,0.0,1.4134,1,0,27658.3,0.64
TXN0010407,USR00554,MRC0046,Merchant,204.21,2024-03-28 03:23:08,2024-03-28,3,Thursday,0,1,-110517.2,P2M,PhonePe,Android,Success,Tier 3,Verified,24,379.7,0.67,0,0,0,0.0,0.4622,0,0,41110.79,0.48
TXN0004780,USR01030,MRC0331,Merchant,212.63,2024-03-28 03:36:10,2024-03-28,3,Thursday,0,1,,Recharge,BHIM,Android,Pending,Tier 2,Verified,39,243.39,0.593,0,0,0,0.0,0.1264,0,0,36191.61,0.78
TXN0018623,USR00927,MRC0017,Merchant,263.97,2024-03-28 03:40:56,2024-03-28,3,Thursday,0,1,-77473.17,EMI,GPay,iOS,Success,Tier 3,Verified,11,291.21,0.72,0,0,0,2.0,0.0935,0,1,34296.93,0.22
TXN0014762,USR00198,MRC0058,Merchant,913.93,2024-03-28 03:53:14,2024-03-28,3,Thursday,0,1,-398029.53,Bill Payment,GPay,Android,Success,Tier 2,Verified,42,729.36,0.617,0,0,0,0.0,0.2531,0,1,38684.09,0.84
TXN0004191,USR00791,MRC0018,Merchant,1369.38,2024-03-28 04:59:29,2024-03-28,4,Thursday,0,1,60235.48,Bill Payment,GPay,iOS,Failed,Tier 1,Verified,39,1792.24,0.144,0,0,0,0.0,0.2359,0,1,2895.52,0.78
TXN0016385,USR00076,MRC0350,Merchant,618.19,2024-03-28 05:08:07,2024-03-28,5,Thursday,0,1,-74134.75,P2M,Paytm,Android,Success,Tier 3,Verified,10,463.3,0.351,0,0,0,,0.3343,0,0,20158.82,0.2
TXN0008711,USR01688,MRC0149,Merchant,263.9,2024-03-28 05:23:55,2024-03-28,5,Thursday,0,1,-353982.9,P2M,Amazon Pay,iOS,Failed,Tier 1,Verified,39,435.01,0.45,0,0,3,0.0,0.3933,0,0,23171.56,0.78
TXN0007282,USR01458,MRC0039,Merchant,773.93,2024-03-28 05:52:36,2024-03-28,5,Thursday,0,1,-142360.77,P2M,WhatsApp Pay,iOS,Success,Tier 2,Verified,31,679.42,0.421,0,0,1,0.0,0.1391,0,0,59568.12,0.62
TXN0000856,USR01722,USR01827,User,2380.92,2024-03-28 07:14:43,2024-03-28,7,Thursday,0,0,,P2P,Paytm,Web,Success,Tier 1,Verified,46,1735.45,0.64,0,1,0,0.0,0.3719,0,0,65526.62,0.92
TXN0011321,USR00492,USR01306,User,778.71,2024-03-28 07:21:39,2024-03-28,7,Thursday,0,0,81133.97,P2P,PhonePe,iOS,Success,Tier 3,Verified,22,750.08,0.601,0,1,0,1.0,0.0382,0,0,50472.74,0.44
TXN0011457,USR01819,USR00161,User,1257.81,2024-03-28 08:45:05,2024-03-28,8,Thursday,0,0,13100.17,P2P,Paytm,iOS,Success,Tier 3,Verified,21,461.85,0.685,0,0,0,0.0,1.7234,0,0,42498.86,0.42
TXN0016554,USR00943,MRC0357,Merchant,147.64,2024-03-28 10:20:35,2024-03-28,10,Thursday,0,0,-45758.77,Subscription,PhonePe,Android,Success,Tier 3,Verified,20,255.03,0.677,0,0,0,0.0,0.4211,0,1,29477.35,0.4
TXN0014148,USR00357,MRC0239,Merchant,192.32,2024-03-28 10:27:06,2024-03-28,10,Thursday,0,0,-341394.08,EMI,PhonePe,Web,Success,Tier 2,Verified,34,507.16,0.677,0,0,0,2.0,0.6208,0,1,7800.51,0.68
TXN0001312,USR00071,MRC0300,Merchant,1031.55,2024-03-28 10:44:30,2024-03-28,10,Thursday,0,0,,EMI,PhonePe,Android,Success,Tier 2,Verified,32,1776.27,0.763,0,0,3,0.0,0.4193,0,1,76613.66,0.64
TXN0003035,USR00732,USR00975,User,321.04,2024-03-28 11:24:24,2024-03-28,11,Thursday,0,0,-39488.88,P2P,GPay,iOS,Success,Tier 3,Verified,19,255.22,0.744,0,0,2,0.0,0.2579,0,0,14788.1,0.38
TXN0008987,USR00332,MRC0248,Merchant,144.3,2024-03-28 11:52:25,2024-03-28,11,Thursday,0,0,-248636.62,EMI,Paytm,Android,Success,Tier 3,Verified,16,612.06,0.821,0,0,0,0.0,0.7642,0,1,68224.73,0.32
TXN0004708,USR00348,USR01458,User,157.1,2024-03-28 12:05:48,2024-03-28,12,Thursday,0,0,,P2P,PhonePe,Android,Success,Tier 3,Not Verified,19,218.53,0.841,0,0,0,2.0,0.2811,0,0,21076.39,0.38
TXN0012338,USR01966,MRC0353,Merchant,760.01,2024-03-28 12:25:06,2024-03-28,12,Thursday,0,0,123986.77,P2M,PhonePe,iOS,Success,Tier 3,Verified,11,336.11,0.883,0,0,0,,1.2612,0,0,73745.79,0.22
TXN0000374,USR01317,MRC0358,Merchant,564.43,2024-03-28 13:59:51,2024-03-28,13,Thursday,0,0,,P2M,GPay,Android,Success,Tier 3,Verified,12,248.68,0.603,0,0,1,3.0,1.2697,0,0,11445.01,0.24
TXN0000217,USR00266,MRC0074,Merchant,1132.25,2024-03-28 14:17:43,2024-03-28,14,Thursday,0,0,,P2M,GPay,Android,Failed,Tier 1,Verified,54,717.98,0.46,0,0,0,0.0,0.577,0,0,20357.41,1.0
TXN0016812,USR00437,USR01767,User,408.64,2024-03-28 14:43:34,2024-03-28,14,Thursday,0,0,-327677.98,P2P,GPay,Android,Success,Tier 3,Verified,16,545.11,0.635,0,0,0,0.0,0.2504,0,0,57503.87,0.32
TXN0009694,USR01237,USR01344,User,374.04,2024-03-28 14:53:45,2024-03-28,14,Thursday,0,0,-325184.15,P2P,GPay,Android,Success,Tier 2,Verified,23,707.91,0.18,0,0,0,0.0,0.4716,0,0,19663.66,0.46
TXN0015975,USR00955,USR01750,User,298.7,2024-03-28 15:33:04,2024-03-28,15,Thursday,0,0,-256989.37,P2P,GPay,iOS,Success,Tier 2,Verified,34,392.99,0.222,0,0,0,0.0,0.2399,0,0,42316.97,0.68
TXN0004289,USR01969,MRC0060,Merchant,272.34,2024-03-28 15:33:06,2024-03-28,15,Thursday,0,0,-113433.9,Subscription,BHIM,Android,Success,Tier 2,Verified,42,325.91,0.37,0,1,0,0.0,0.1644,0,1,38125.03,0.84
TXN0003599,USR00323,MRC0214,Merchant,742.85,2024-03-28 16:53:51,2024-03-28,16,Thursday,0,0,121833.3,EMI,PhonePe,Android,Success,Tier 2,Verified,44,604.32,0.876,0,0,0,0.0,0.2292,0,1,21466.77,0.88
TXN0000617,USR01105,MRC0150,Merchant,279.86,2024-03-28 17:01:10,2024-03-28,17,Thursday,0,0,,EMI,GPay,Android,Success,Tier 3,Verified,12,307.23,0.999,0,0,0,0.0,0.0891,0,1,79756.16,0.24
TXN0013008,USR01754,MRC0019,Merchant,376.9,2024-03-28 17:13:00,2024-03-28,17,Thursday,0,0,19854.7,P2M,GPay,Android,Success,Tier 1,Verified,52,898.64,0.709,0,0,0,0.0,0.5806,0,0,27048.52,1.0
TXN0012524,USR00354,MRC0221,Merchant,318.72,2024-03-28 18:02:08,2024-03-28,18,Thursday,0,0,-18362.3,EMI,PhonePe,Android,Success,Tier 1,Verified,33,1669.86,0.653,0,0,1,0.0,0.8091,0,1,64292.91,0.66
TXN0000097,USR00647,USR00848,User,473.89,2024-03-28 18:06:12,2024-03-28,18,Thursday,0,0,,P2P,BHIM,Android,Success,Tier 2,Verified,26,1056.68,0.258,0,0,0,4.0,0.5515,0,0,35448.07,0.52
TXN0006032,USR00703,MRC0260,Merchant,1834.97,2024-03-28 18:06:24,2024-03-28,18,Thursday,0,0,-80518.53,P2M,BHIM,iOS,Success,Tier 1,Verified,43,437.24,0.555,0,0,0,0.0,3.1967,1,0,59572.39,0.86
TXN0003579,USR00086,MRC0227,Merchant,1022.23,2024-03-28 18:48:10,2024-03-28,18,Thursday,0,0,85207.03,P2M,Paytm,iOS,Success,Tier 2,Verified,17,728.95,0.593,0,0,0,4.0,0.4023,1,0,22805.59,0.34
TXN0013555,USR01924,USR01590,User,359.63,2024-03-28 19:08:08,2024-03-28,19,Thursday,0,0,-129430.83,P2P,Paytm,Android,Success,Tier 3,Verified,11,148.57,0.352,0,0,4,0.0,1.4206,0,0,17018.79,0.22
TXN0012154,USR00890,MRC0062,Merchant,368.37,2024-03-28 19:23:23,2024-03-28,19,Thursday,0,0,-155161.98,Recharge,GPay,Android,Failed,Tier 2,Verified,41,469.82,0.348,0,0,0,1.0,0.2159,0,0,3640.49,0.82
TXN0002075,USR00456,MRC0023,Merchant,1928.37,2024-03-28 20:13:36,2024-03-28,20,Thursday,0,0,,Bill Payment,Amazon Pay,Android,Success,Tier 3,Verified,13,777.43,0.519,0,0,0,0.0,1.4804,0,1,32348.15,0.26
TXN0012103,USR01220,MRC0366,Merchant,79.05,2024-03-28 20:28:05,2024-03-28,20,Thursday,0,0,-34227.8,P2M,GPay,Android,Success,Tier 3,Verified,7,128.24,0.897,0,0,1,0.0,0.3836,0,0,44159.37,0.14
TXN0012061,USR01765,MRC0263,Merchant,174.41,2024-03-28 20:57:59,2024-03-28,20,Thursday,0,0,85943.65,P2M,PhonePe,Android,Success,Tier 1,Verified,64,209.75,0.734,0,0,2,0.0,0.1685,0,0,6563.35,1.0
TXN0009981,USR00539,USR00931,User,91.57,2024-03-28 21:27:00,2024-03-28,21,Thursday,0,0,-158636.38,P2P,PhonePe,Android,Success,Tier 3,Verified,15,530.28,0.298,0,0,0,1.0,0.8273,0,0,21199.18,0.3
TXN0001896,USR00981,MRC0337,Merchant,583.47,2024-03-28 21:51:18,2024-03-28,21,Thursday,0,0,,Recharge,GPay,Android,Success,Tier 2,Verified,46,294.73,0.491,0,0,0,0.0,0.9797,0,0,14146.24,0.92
TXN0007809,USR00115,MRC0203,Merchant,869.89,2024-03-28 21:59:56,2024-03-28,21,Thursday,0,0,25307.65,EMI,GPay,iOS,Success,Tier 2,Verified,23,335.91,0.279,0,0,1,0.0,1.5897,0,1,74094.05,0.46
TXN0009439,USR00503,MRC0382,Merchant,2887.08,2024-03-28 22:18:02,2024-03-28,22,Thursday,0,1,36078.03,Bill Payment,GPay,Web,Success,Tier 2,Verified,14,737.43,0.458,1,0,0,0.0,2.9151,0,1,50072.92,0.28
